ItemId,Name,tempIdDuplicate,Slot,Rating,Color,DynamicSlot,Description,Disabled,Image,Type,SetId
2929,Sha'tek Bastion Device MK-2,2929,ear,272,green,,,0,ear_shatek_bastion.png,,
2930,Sha'tek Bastion Package MK-2,2930,implant,272,green,,,0,implant_shatek_bastion.png,,
2931,Sha'tek Bulwark Device MK-2,2931,ear,272,green,,,0,ear_shatek_bulwark.png,,
2932,Sha'tek Bulwark Package MK-2,2932,implant,272,green,,,0,implant_shatek_bulwark.png,,
2933,Sha'tek Initiative Device MK-2,2933,ear,272,green,,,0,ear_shatek_initiative.png,,
2934,Sha'tek Initiative Package MK-2,2934,implant,272,green,,,0,implant_shatek_initiative.png,,
2935,Sha'tek Quick Savant Device MK-2,2935,ear,272,green,,,0,ear_shatek_quicksavant.png,,
2936,Sha'tek Quick Savant Package MK-2,2936,implant,272,green,,,0,implant_shatek_quicksavant.png,,
2937,Sha'tek Relic of Avoidance MK-2,2937,relic,272,green,,,0,relic_shatek_reactive.png,relic,
2938,Sha'tek Relic of Boundless Ages MK-2,2938,relic,272,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Power by [x] for 30 seconds.</span>,0,relic_shatek_boundless.png,relic,
2939,Sha'tek Relic of Devastating Vengeance MK-2,2939,relic,272,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Critical Rating for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
2940,Sha'tek Relic of Ephemeral Mending MK-2,2940,relic,272,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally has a 50% chance to restore an additional [x] health over 3 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_ephemeral.png,relic,
2941,Sha'tek Relic of Focused Retribution MK-2,2941,relic,272,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Mastery for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
2942,Sha'tek Relic of Imperiling Serenity MK-2,2942,relic,272,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Defense by [x] for 30 seconds.</span>,0,relic_shatek_imperiling.png,relic,
2943,Sha'tek Relic of Reactive Warding MK-2,2943,relic,272,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Incoming attacks have a 30% chance to grant an Absorb Shield that protects the wearer from [x] damage for up to 6 seconds.  This effect can only occur once every 40 seconds.</span>,0,relic_shatek_reactive.png,relic,
2944,Sha'tek Relic of Serendipitous Assault MK-2,2944,relic,272,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Power for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
2945,Sha'tek Relic of the Primeval Fatesealer MK-2,2945,relic,272,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Alacrity Rating by [x] for 30 seconds.</span>,0,relic_shatek_primeval.png,relic,
2946,Sha'tek Relic of the Shield Matrix MK-2,2946,relic,272,green,,,0,relic_shatek_reactive.png,relic,
2947,Sha'tek Relic of the Shrouded Crusader MK-2,2947,relic,272,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Shield Rating and Absorption Rating by [x] for 30 seconds.</span>,0,relic_shatek_imperiling.png,relic,
2948,Sha'tek War Leader's Lightsaber,2948,mainhand,274,green,hilt,,1,saber_warleader.png,saber,
2949,Sha'tek Survivor's Saberstaff,2949,mainhand,274,green,hilt,,1,saberstaff_stalker.png,saberstaff,
2950,Sha'tek Supercommando's Blaster Pistol,2950,mainhand,274,green,barrel,,1,pistol_eliminator.png,pistol,
2951,Sha'tek Supercommando's Blaster Rifle,2951,mainhand,274,green,barrel,,1,rifle_eliminator.png,rifle,
2952,Sha'tek War Leader's Shield,2952,offhand,274,green,armoring,,1,shield_warleader.png,shield,
2953,Sha'tek Supercommando's Shield,2953,offhand,274,green,armoring,,1,shield_warleader.png,shield,
2954,Sha'tek Force-Master's Lightsaber,2954,mainhand,274,green,hilt,,1,saber_warleader.png,saber,
2955,Sha'tek Stalker's Saberstaff,2955,mainhand,274,green,hilt,,1,saberstaff_stalker.png,saberstaff,
2956,Sha'tek Eliminator's Blaster Pistol,2956,mainhand,274,green,barrel,,1,pistol_eliminator.png,pistol,
2957,Sha'tek Eliminator's Blaster Rifle,2957,mainhand,274,green,barrel,,1,rifle_eliminator.png,rifle,
2958,Sha'tek Field Tech's Sniper Rifle,2958,mainhand,274,green,barrel,,1,sniper_fieldtech.png,sniper,
2959,Sha'tek Eliminator's Assault Cannon,2959,mainhand,274,green,barrel,,1,cannon_eliminator.png,cannon,
2960,Sha'tek Force-Master's Focus,2960,offhand,274,green,armoring,,1,focus_forcemaster.png,focus,
2961,Sha'tek Eliminator's Generator,2961,offhand,274,green,armoring,,1,generator_eliminator.png,generator,
2962,Sha'tek Field Tech's Vibroknife,2962,offhand,274,green,hilt,,1,knife_fieldtech.png,knife,
2963,Sha'tek Field Tech's Shotgun,2963,offhand,274,green,hilt,,1,shotgun_fieldtech.png,shotgun,
2964,Sha'tek Weaponmaster's Offhand Saber,2964,offhand,274,green,hilt,,1,saber_warleader.png,saber,
2965,Sha'tek Eliminator's Offhand Blaster,2965,offhand,274,green,barrel,,1,pistol_eliminator.png,pistol,
2966,Sha'tek Adept Device MK-3,2966,ear,274,green,,,0,ear_shatek_adept.png,earpiece,
2967,Sha'tek Adept Package MK-3,2967,implant,274,green,,,0,implant_shatek_adept.png,,
2968,Sha'tek Bastion Device MK-3,2968,ear,274,green,,,0,ear_shatek_bastion.png,,
2969,Sha'tek Bastion Package MK-3,2969,implant,274,green,,,0,implant_shatek_bastion.png,,
2970,Sha'tek Bulwark Device MK-3,2970,ear,274,green,,,0,ear_shatek_bulwark.png,,
2971,Sha'tek Bulwark Package MK-3,2971,implant,274,green,,,0,implant_shatek_bulwark.png,,
2972,Sha'tek Initiative Device MK-3,2972,ear,274,green,,,0,ear_shatek_initiative.png,,
2973,Sha'tek Initiative Package MK-3,2973,implant,274,green,,,0,implant_shatek_initiative.png,,
2974,Sha'tek Quick Savant Device MK-3,2974,ear,274,green,,,0,ear_shatek_quicksavant.png,,
2975,Sha'tek Quick Savant Package MK-3,2975,implant,274,green,,,0,implant_shatek_quicksavant.png,,
2976,Sha'tek Relic of Avoidance MK-3,2976,relic,274,green,,,0,relic_shatek_reactive.png,relic,
2977,Sha'tek Relic of Boundless Ages MK-3,2977,relic,274,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Power by [x] for 30 seconds.</span>,0,relic_shatek_boundless.png,relic,
2978,Sha'tek Relic of Devastating Vengeance MK-3,2978,relic,274,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Critical Rating for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
2979,Sha'tek Relic of Ephemeral Mending MK-3,2979,relic,274,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally has a 50% chance to restore an additional [x] health over 3 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_ephemeral.png,relic,
2980,Sha'tek Relic of Focused Retribution MK-3,2980,relic,274,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Mastery for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
2981,Sha'tek Relic of Imperiling Serenity MK-3,2981,relic,274,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Defense by [x] for 30 seconds.</span>,0,relic_shatek_imperiling.png,relic,
2982,Sha'tek Relic of Reactive Warding MK-3,2982,relic,274,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Incoming attacks have a 30% chance to grant an Absorb Shield that protects the wearer from [x] damage for up to 6 seconds.  This effect can only occur once every 40 seconds.</span>,0,relic_shatek_reactive.png,relic,
2983,Sha'tek Relic of Serendipitous Assault MK-3,2983,relic,274,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Power for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
2984,Sha'tek Relic of the Primeval Fatesealer MK-3,2984,relic,274,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Alacrity Rating by [x] for 30 seconds.</span>,0,relic_shatek_primeval.png,relic,
2985,Sha'tek Relic of the Shield Matrix MK-3,2985,relic,274,green,,,0,relic_shatek_reactive.png,relic,
2986,Sha'tek Relic of the Shrouded Crusader MK-3,2986,relic,274,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Shield Rating and Absorption Rating by [x] for 30 seconds.</span>,0,relic_shatek_imperiling.png,relic,
2987,Sha'tek War Leader's Lightsaber,2987,mainhand,276,blue,hilt,,1,saber_warleader.png,saber,
2988,Sha'tek Survivor's Saberstaff,2988,mainhand,276,blue,hilt,,1,saberstaff_stalker.png,saberstaff,
2989,Sha'tek Supercommando's Blaster Pistol,2989,mainhand,276,blue,barrel,,1,pistol_eliminator.png,pistol,
2990,Sha'tek Supercommando's Blaster Rifle,2990,mainhand,276,blue,barrel,,1,rifle_eliminator.png,rifle,
2991,Sha'tek War Leader's Shield,2991,offhand,276,blue,armoring,,1,shield_warleader.png,shield,
2992,Sha'tek Supercommando's Shield,2992,offhand,276,blue,armoring,,1,shield_warleader.png,shield,
2993,Sha'tek Force-Master's Lightsaber,2993,mainhand,276,blue,hilt,,1,saber_warleader.png,saber,
2994,Sha'tek Stalker's Saberstaff,2994,mainhand,276,blue,hilt,,1,saberstaff_stalker.png,saberstaff,
2995,Sha'tek Eliminator's Blaster Pistol,2995,mainhand,276,blue,barrel,,1,pistol_eliminator.png,pistol,
2996,Sha'tek Eliminator's Blaster Rifle,2996,mainhand,276,blue,barrel,,1,rifle_eliminator.png,rifle,
2997,Sha'tek Field Tech's Sniper Rifle,2997,mainhand,276,blue,barrel,,1,sniper_fieldtech.png,sniper,
2998,Sha'tek Eliminator's Assault Cannon,2998,mainhand,276,blue,barrel,,1,cannon_eliminator.png,cannon,
2999,Sha'tek Force-Master's Focus,2999,offhand,276,blue,armoring,,1,focus_forcemaster.png,focus,
3000,Sha'tek Eliminator's Generator,3000,offhand,276,blue,armoring,,1,generator_eliminator.png,generator,
3001,Sha'tek Field Tech's Vibroknife,3001,offhand,276,blue,hilt,,1,knife_fieldtech.png,knife,
3002,Sha'tek Field Tech's Shotgun,3002,offhand,276,blue,hilt,,1,shotgun_fieldtech.png,shotgun,
3003,Sha'tek Weaponmaster's Offhand Saber,3003,offhand,276,blue,hilt,,1,saber_warleader.png,saber,
3004,Sha'tek Eliminator's Offhand Blaster,3004,offhand,276,blue,barrel,,1,pistol_eliminator.png,pistol,
3005,Sha'tek Adept Device MK-4,3005,ear,276,blue,,,0,ear_shatek_adept.png,earpiece,
3006,Sha'tek Adept Package MK-4,3006,implant,276,blue,,,0,implant_shatek_adept.png,,
3007,Sha'tek Bastion Device MK-4,3007,ear,276,blue,,,0,ear_shatek_bastion.png,,
3008,Sha'tek Bastion Package MK-4,3008,implant,276,blue,,,0,implant_shatek_bastion.png,,
3009,Sha'tek Bulwark Device MK-4,3009,ear,276,blue,,,0,ear_shatek_bulwark.png,,
3010,Sha'tek Bulwark Package MK-4,3010,implant,276,blue,,,0,implant_shatek_bulwark.png,,
3011,Sha'tek Initiative Device MK-4,3011,ear,276,blue,,,0,ear_shatek_initiative.png,,
3012,Sha'tek Initiative Package MK-4,3012,implant,276,blue,,,0,implant_shatek_initiative.png,,
3013,Sha'tek Quick Savant Device MK-4,3013,ear,276,blue,,,0,ear_shatek_quicksavant.png,,
3014,Sha'tek Quick Savant Package MK-4,3014,implant,276,blue,,,0,implant_shatek_quicksavant.png,,
3015,Sha'tek Relic of Avoidance MK-4,3015,relic,276,blue,,,0,relic_shatek_reactive.png,relic,
3016,Sha'tek Relic of Boundless Ages MK-4,3016,relic,276,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Power by [x] for 30 seconds.</span>,0,relic_shatek_boundless.png,relic,
3017,Sha'tek Relic of Devastating Vengeance MK-4,3017,relic,276,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Critical Rating for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
3018,Sha'tek Relic of Ephemeral Mending MK-4,3018,relic,276,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally has a 50% chance to restore an additional [x] health over 3 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_ephemeral.png,relic,
3019,Sha'tek Relic of Focused Retribution MK-4,3019,relic,276,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Mastery for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
3020,Sha'tek Relic of Imperiling Serenity MK-4,3020,relic,276,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Defense by [x] for 30 seconds.</span>,0,relic_shatek_imperiling.png,relic,
3021,Sha'tek Relic of Reactive Warding MK-4,3021,relic,276,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Incoming attacks have a 30% chance to grant an Absorb Shield that protects the wearer from [x] damage for up to 6 seconds.  This effect can only occur once every 40 seconds.</span>,0,relic_shatek_reactive.png,relic,
3022,Sha'tek Relic of Serendipitous Assault MK-4,3022,relic,276,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Power for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
3023,Sha'tek Relic of the Primeval Fatesealer MK-4,3023,relic,276,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Alacrity Rating by [x] for 30 seconds.</span>,0,relic_shatek_primeval.png,relic,
3024,Sha'tek Relic of the Shield Matrix MK-4,3024,relic,276,blue,,,0,relic_shatek_reactive.png,relic,
3025,Sha'tek Relic of the Shrouded Crusader MK-4,3025,relic,276,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Shield Rating and Absorption Rating by [x] for 30 seconds.</span>,0,relic_shatek_imperiling.png,relic,
3026,Sha'tek War Leader's Lightsaber,3026,mainhand,278,blue,hilt,,1,saber_warleader.png,saber,
3027,Sha'tek Survivor's Saberstaff,3027,mainhand,278,blue,hilt,,1,saberstaff_stalker.png,saberstaff,
3028,Sha'tek Supercommando's Blaster Pistol,3028,mainhand,278,blue,barrel,,1,pistol_eliminator.png,pistol,
3029,Sha'tek Supercommando's Blaster Rifle,3029,mainhand,278,blue,barrel,,1,rifle_eliminator.png,rifle,
3030,Sha'tek War Leader's Shield,3030,offhand,278,blue,armoring,,1,shield_warleader.png,shield,
3031,Sha'tek Supercommando's Shield,3031,offhand,278,blue,armoring,,1,shield_warleader.png,shield,
3032,Sha'tek Force-Master's Lightsaber,3032,mainhand,278,blue,hilt,,1,saber_warleader.png,saber,
3033,Sha'tek Stalker's Saberstaff,3033,mainhand,278,blue,hilt,,1,saberstaff_stalker.png,saberstaff,
3034,Sha'tek Eliminator's Blaster Pistol,3034,mainhand,278,blue,barrel,,1,pistol_eliminator.png,pistol,
3035,Sha'tek Eliminator's Blaster Rifle,3035,mainhand,278,blue,barrel,,1,rifle_eliminator.png,rifle,
3036,Sha'tek Field Tech's Sniper Rifle,3036,mainhand,278,blue,barrel,,1,sniper_fieldtech.png,sniper,
3037,Sha'tek Eliminator's Assault Cannon,3037,mainhand,278,blue,barrel,,1,cannon_eliminator.png,cannon,
3038,Sha'tek Force-Master's Focus,3038,offhand,278,blue,armoring,,1,focus_forcemaster.png,focus,
3039,Sha'tek Eliminator's Generator,3039,offhand,278,blue,armoring,,1,generator_eliminator.png,generator,
3040,Sha'tek Field Tech's Vibroknife,3040,offhand,278,blue,hilt,,1,knife_fieldtech.png,knife,
3041,Sha'tek Field Tech's Shotgun,3041,offhand,278,blue,hilt,,1,shotgun_fieldtech.png,shotgun,
3042,Sha'tek Weaponmaster's Offhand Saber,3042,offhand,278,blue,hilt,,1,saber_warleader.png,saber,
3043,Sha'tek Eliminator's Offhand Blaster,3043,offhand,278,blue,barrel,,1,pistol_eliminator.png,pistol,
3044,Sha'tek Adept Device MK-5,3044,ear,278,blue,,,0,ear_shatek_adept.png,earpiece,
3045,Sha'tek Adept Package MK-5,3045,implant,278,blue,,,0,implant_shatek_adept.png,,
3046,Sha'tek Bastion Device MK-5,3046,ear,278,blue,,,0,ear_shatek_bastion.png,,
3047,Sha'tek Bastion Package MK-5,3047,implant,278,blue,,,0,implant_shatek_bastion.png,,
3048,Sha'tek Bulwark Device MK-5,3048,ear,278,blue,,,0,ear_shatek_bulwark.png,,
3049,Sha'tek Bulwark Package MK-5,3049,implant,278,blue,,,0,implant_shatek_bulwark.png,,
3050,Sha'tek Initiative Device MK-5,3050,ear,278,blue,,,0,ear_shatek_initiative.png,,
3051,Sha'tek Initiative Package MK-5,3051,implant,278,blue,,,0,implant_shatek_initiative.png,,
3052,Sha'tek Quick Savant Device MK-5,3052,ear,278,blue,,,0,ear_shatek_quicksavant.png,,
3053,Sha'tek Quick Savant Package MK-5,3053,implant,278,blue,,,0,implant_shatek_quicksavant.png,,
3054,Sha'tek Relic of Avoidance MK-5,3054,relic,278,blue,,,0,relic_shatek_reactive.png,relic,
3055,Sha'tek Relic of Boundless Ages MK-5,3055,relic,278,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Power by [x] for 30 seconds.</span>,0,relic_shatek_boundless.png,relic,
3056,Sha'tek Relic of Devastating Vengeance MK-5,3056,relic,278,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Critical Rating for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
3057,Sha'tek Relic of Ephemeral Mending MK-5,3057,relic,278,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally has a 50% chance to restore an additional [x] health over 3 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_ephemeral.png,relic,
3058,Sha'tek Relic of Focused Retribution MK-5,3058,relic,278,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Mastery for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
3059,Sha'tek Relic of Imperiling Serenity MK-5,3059,relic,278,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Defense by [x] for 30 seconds.</span>,0,relic_shatek_imperiling.png,relic,
3060,Sha'tek Relic of Reactive Warding MK-5,3060,relic,278,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Incoming attacks have a 30% chance to grant an Absorb Shield that protects the wearer from [x] damage for up to 6 seconds.  This effect can only occur once every 40 seconds.</span>,0,relic_shatek_reactive.png,relic,
3061,Sha'tek Relic of Serendipitous Assault MK-5,3061,relic,278,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Power for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
3062,Sha'tek Relic of the Primeval Fatesealer MK-5,3062,relic,278,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Alacrity Rating by [x] for 30 seconds.</span>,0,relic_shatek_primeval.png,relic,
3063,Sha'tek Relic of the Shield Matrix MK-5,3063,relic,278,blue,,,0,relic_shatek_reactive.png,relic,
3064,Sha'tek Relic of the Shrouded Crusader MK-5,3064,relic,278,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Shield Rating and Absorption Rating by [x] for 30 seconds.</span>,0,relic_shatek_imperiling.png,relic,
3065,Sha'tek War Leader's Lightsaber,3065,mainhand,280,blue,hilt,,1,saber_warleader.png,saber,
3066,Sha'tek Survivor's Saberstaff,3066,mainhand,280,blue,hilt,,1,saberstaff_stalker.png,saberstaff,
3067,Sha'tek Supercommando's Blaster Pistol,3067,mainhand,280,blue,barrel,,1,pistol_eliminator.png,pistol,
3068,Sha'tek Supercommando's Blaster Rifle,3068,mainhand,280,blue,barrel,,1,rifle_eliminator.png,rifle,
3069,Sha'tek War Leader's Shield,3069,offhand,280,blue,armoring,,1,shield_warleader.png,shield,
3070,Sha'tek Supercommando's Shield,3070,offhand,280,blue,armoring,,1,shield_warleader.png,shield,
3071,Sha'tek Force-Master's Lightsaber,3071,mainhand,280,blue,hilt,,1,saber_warleader.png,saber,
3072,Sha'tek Stalker's Saberstaff,3072,mainhand,280,blue,hilt,,1,saberstaff_stalker.png,saberstaff,
3073,Sha'tek Eliminator's Blaster Pistol,3073,mainhand,280,blue,barrel,,1,pistol_eliminator.png,pistol,
3074,Sha'tek Eliminator's Blaster Rifle,3074,mainhand,280,blue,barrel,,1,rifle_eliminator.png,rifle,
3075,Sha'tek Field Tech's Sniper Rifle,3075,mainhand,280,blue,barrel,,1,sniper_fieldtech.png,sniper,
3076,Sha'tek Eliminator's Assault Cannon,3076,mainhand,280,blue,barrel,,1,cannon_eliminator.png,cannon,
3077,Sha'tek Force-Master's Focus,3077,offhand,280,blue,armoring,,1,focus_forcemaster.png,focus,
3078,Sha'tek Eliminator's Generator,3078,offhand,280,blue,armoring,,1,generator_eliminator.png,generator,
3079,Sha'tek Field Tech's Vibroknife,3079,offhand,280,blue,hilt,,1,knife_fieldtech.png,knife,
3080,Sha'tek Field Tech's Shotgun,3080,offhand,280,blue,hilt,,1,shotgun_fieldtech.png,shotgun,
3081,Sha'tek Weaponmaster's Offhand Saber,3081,offhand,280,blue,hilt,,1,saber_warleader.png,saber,
3082,Sha'tek Eliminator's Offhand Blaster,3082,offhand,280,blue,barrel,,1,pistol_eliminator.png,pistol,
3083,Sha'tek Adept Device MK-6,3083,ear,280,blue,,,0,ear_shatek_adept.png,earpiece,
3084,Sha'tek Adept Package MK-6,3084,implant,280,blue,,,0,implant_shatek_adept.png,,
3085,Sha'tek Bastion Device MK-6,3085,ear,280,blue,,,0,ear_shatek_bastion.png,,
3086,Sha'tek Bastion Package MK-6,3086,implant,280,blue,,,0,implant_shatek_bastion.png,,
3087,Sha'tek Bulwark Device MK-6,3087,ear,280,blue,,,0,ear_shatek_bulwark.png,,
3088,Sha'tek Bulwark Package MK-6,3088,implant,280,blue,,,0,implant_shatek_bulwark.png,,
3089,Sha'tek Initiative Device MK-6,3089,ear,280,blue,,,0,ear_shatek_initiative.png,,
3090,Sha'tek Initiative Package MK-6,3090,implant,280,blue,,,0,implant_shatek_initiative.png,,
3091,Sha'tek Quick Savant Device MK-6,3091,ear,280,blue,,,0,ear_shatek_quicksavant.png,,
3092,Sha'tek Quick Savant Package MK-6,3092,implant,280,blue,,,0,implant_shatek_quicksavant.png,,
3093,Sha'tek Relic of Avoidance MK-6,3093,relic,280,blue,,,0,relic_shatek_reactive.png,relic,
3094,Sha'tek Relic of Boundless Ages MK-6,3094,relic,280,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Power by [x] for 30 seconds.</span>,0,relic_shatek_boundless.png,relic,
3095,Sha'tek Relic of Devastating Vengeance MK-6,3095,relic,280,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Critical Rating for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
3096,Sha'tek Relic of Ephemeral Mending MK-6,3096,relic,280,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally has a 50% chance to restore an additional [x] health over 3 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_ephemeral.png,relic,
3097,Sha'tek Relic of Focused Retribution MK-6,3097,relic,280,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Mastery for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
3098,Sha'tek Relic of Imperiling Serenity MK-6,3098,relic,280,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Defense by [x] for 30 seconds.</span>,0,relic_shatek_imperiling.png,relic,
3099,Sha'tek Relic of Reactive Warding MK-6,3099,relic,280,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Incoming attacks have a 30% chance to grant an Absorb Shield that protects the wearer from [x] damage for up to 6 seconds.  This effect can only occur once every 40 seconds.</span>,0,relic_shatek_reactive.png,relic,
3100,Sha'tek Relic of Serendipitous Assault MK-6,3100,relic,280,blue,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or damaging an enemy has a 30% change to grant [x] Power for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_shatek_devastating.png,relic,
3101,Sha'tek Relic of the Primeval Fatesealer MK-6,3101,relic,280,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Alacrity Rating by [x] for 30 seconds.</span>,0,relic_shatek_primeval.png,relic,
3102,Sha'tek Relic of the Shield Matrix MK-6,3102,relic,280,blue,,,0,relic_shatek_reactive.png,relic,
3103,Sha'tek Relic of the Shrouded Crusader MK-6,3103,relic,280,blue,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Shield Rating and Absorption Rating by [x] for 30 seconds.</span>,0,relic_shatek_imperiling.png,relic,
3104,Sha'tek War Leader's Lightsaber,3104,mainhand,282,blue,hilt,,1,saber_warleader.png,saber,
3105,Sha'tek Survivor's Saberstaff,3105,mainhand,282,blue,hilt,,1,saberstaff_stalker.png,saberstaff,
3106,Sha'tek Supercommando's Blaster Pistol,3106,mainhand,282,blue,barrel,,1,pistol_eliminator.png,pistol,
3107,Sha'tek Supercommando's Blaster Rifle,3107,mainhand,282,blue,barrel,,1,rifle_eliminator.png,rifle,
3108,Sha'tek War Leader's Shield,3108,offhand,282,blue,armoring,,1,shield_warleader.png,shield,
3109,Sha'tek Supercommando's Shield,3109,offhand,282,blue,armoring,,1,shield_warleader.png,shield,
3110,Sha'tek Force-Master's Lightsaber,3110,mainhand,282,blue,hilt,,1,saber_warleader.png,saber,
3111,Sha'tek Stalker's Saberstaff,3111,mainhand,282,blue,hilt,,1,saberstaff_stalker.png,saberstaff,
3112,Sha'tek Eliminator's Blaster Pistol,3112,mainhand,282,blue,barrel,,1,pistol_eliminator.png,pistol,
3113,Sha'tek Eliminator's Blaster Rifle,3113,mainhand,282,blue,barrel,,1,rifle_eliminator.png,rifle,
3114,Sha'tek Field Tech's Sniper Rifle,3114,mainhand,282,blue,barrel,,1,sniper_fieldtech.png,sniper,
3115,Sha'tek Eliminator's Assault Cannon,3115,mainhand,282,blue,barrel,,1,cannon_eliminator.png,cannon,
3116,Sha'tek Force-Master's Focus,3116,offhand,282,blue,armoring,,1,focus_forcemaster.png,focus,
3117,Sha'tek Eliminator's Generator,3117,offhand,282,blue,armoring,,1,generator_eliminator.png,generator,
3118,Sha'tek Field Tech's Vibroknife,3118,offhand,282,blue,hilt,,1,knife_fieldtech.png,knife,
3119,Sha'tek Field Tech's Shotgun,3119,offhand,282,blue,hilt,,1,shotgun_fieldtech.png,shotgun,
3120,Sha'tek Weaponmaster's Offhand Saber,3120,offhand,282,blue,hilt,,1,saber_warleader.png,saber,
3121,Sha'tek Eliminator's Offhand Blaster,3121,offhand,282,blue,barrel,,1,pistol_eliminator.png,pistol,
3122,Sha'tek Adept Device MK-7,3122,ear,282,blue,,,0,ear_shatek_adept.png,earpiece,
