tempOrder,ItemId,tempName,tempSlot,tempRating,tempColor,tempRole,tempClass,tempItemModSlot,tempKey,ItemModId,tempItemModName,tempDynamicSlot,tempModColor
5391,2181,Experimental Ossan Supercommando's Belt,waist,252,purple,tank,pt,mod,252purplemod,402,Advanced Warding Mod 57,,purple
5392,2191,Experimental Ossan Survivor's Belt,waist,252,purple,tank,sin,mod,252purplemod,402,Advanced Warding Mod 57,,purple
5393,2200,Experimental Ossan Vindicator's Belt,waist,252,purple,dps,jugg,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5394,2207,Experimental Ossan War Leader's Belt,waist,252,purple,tank,jugg,mod,252purplemod,402,Advanced Warding Mod 57,,purple
5395,2216,Experimental Ossan Weaponmaster's Belt,waist,252,purple,dps,mara,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5396,2098,Experimental Ossan Combat Medic's Vambraces,wrists,252,purple,healer,merc,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5397,2105,Experimental Ossan Combat Tech's Vambraces,wrists,252,purple,dps,pt,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5398,2117,Experimental Ossan Eliminator's Vambraces,wrists,252,purple,dps,merc,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5399,2120,Experimental Ossan Enforcer's Bracers,wrists,252,purple,dps,op,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5400,2127,Experimental Ossan Field Medic's Bracers,wrists,252,purple,healer,op,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5401,2134,Experimental Ossan Field Tech's Bracers,wrists,252,purple,dps,sniper,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5402,2144,Experimental Ossan Force-Master's Cuffs,wrists,252,purple,dps,sorc,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5403,2153,Experimental Ossan Force-Mystic's Cuffs,wrists,252,purple,healer,sorc,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5404,2175,Experimental Ossan Stalker's Cuffs,wrists,252,purple,dps,sin,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5405,2190,Experimental Ossan Supercommando's Vambraces,wrists,252,purple,tank,pt,mod,252purplemod,402,Advanced Warding Mod 57,,purple
5406,2193,Experimental Ossan Survivor's Cuffs,wrists,252,purple,tank,sin,mod,252purplemod,402,Advanced Warding Mod 57,,purple
5407,2199,Experimental Ossan Vindicator's Armguards,wrists,252,purple,dps,jugg,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5408,2206,Experimental Ossan War Leader's Armguards,wrists,252,purple,tank,jugg,mod,252purplemod,402,Advanced Warding Mod 57,,purple
5409,2215,Experimental Ossan Weaponmaster's Armguards,wrists,252,purple,dps,mara,mod,252purplemod,401,Advanced Lethal Mod 57,,purple
5410,2230,Masterwork Ancient Combat Medic's Body Armor,chest,258,gold,healer,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5411,2237,Masterwork Ancient Combat Tech's Body Armor,chest,258,gold,dps,pt,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5412,2247,Masterwork Ancient Eliminator's Body Armor,chest,258,gold,dps,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5413,2260,Masterwork Ancient Enforcer's Jacket,chest,258,gold,dps,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5414,2267,Masterwork Ancient Field Medic's Jacket,chest,258,gold,healer,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5415,2274,Masterwork Ancient Field Tech's Jacket,chest,258,gold,dps,sniper,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5416,2287,Masterwork Ancient Force-Master's Robe,chest,258,gold,dps,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5417,2294,Masterwork Ancient Force-Mystic's Robe,chest,258,gold,healer,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5418,2316,Masterwork Ancient Stalker's Robe,chest,258,gold,dps,sin,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5419,2321,Masterwork Ancient Supercommando's Body Armor,chest,258,gold,tank,pt,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5420,2334,Masterwork Ancient Survivor's Robe,chest,258,gold,tank,sin,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5421,2339,Masterwork Ancient Vindicator's Chestguard,chest,258,gold,dps,jugg,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5422,2346,Masterwork Ancient War Leader's Chestguard,chest,258,gold,tank,jugg,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5423,2355,Masterwork Ancient Weaponmaster's Chestguard,chest,258,gold,dps,mara,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5424,2231,Masterwork Ancient Combat Medic's Boots,feet,258,gold,healer,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5425,2238,Masterwork Ancient Combat Tech's Boots,feet,258,gold,dps,pt,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5426,2248,Masterwork Ancient Eliminator's Boots,feet,258,gold,dps,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5427,2256,Masterwork Ancient Enforcer's Boots,feet,258,gold,dps,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5428,2263,Masterwork Ancient Field Medic's Boots,feet,258,gold,healer,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5429,2270,Masterwork Ancient Field Tech's Boots,feet,258,gold,dps,sniper,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5430,2280,Masterwork Ancient Force-Master's Boots,feet,258,gold,dps,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5431,2289,Masterwork Ancient Force-Mystic's Boots,feet,258,gold,healer,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5432,2311,Masterwork Ancient Stalker's Boots,feet,258,gold,dps,sin,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5433,2322,Masterwork Ancient Supercommando's Boots,feet,258,gold,tank,pt,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5434,2329,Masterwork Ancient Survivor's Boots,feet,258,gold,tank,sin,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5435,2338,Masterwork Ancient Vindicator's Boots,feet,258,gold,dps,jugg,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5436,2345,Masterwork Ancient War Leader's Boots,feet,258,gold,tank,jugg,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5437,2354,Masterwork Ancient Weaponmaster's Boots,feet,258,gold,dps,mara,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5438,2232,Masterwork Ancient Combat Medic's Gauntlets,hands,258,gold,healer,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5439,2239,Masterwork Ancient Combat Tech's Gauntlets,hands,258,gold,dps,pt,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5440,2249,Masterwork Ancient Eliminator's Gauntlets,hands,258,gold,dps,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5441,2258,Masterwork Ancient Enforcer's Gloves,hands,258,gold,dps,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5442,2265,Masterwork Ancient Field Medic's Gloves,hands,258,gold,healer,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5443,2272,Masterwork Ancient Field Tech's Gloves,hands,258,gold,dps,sniper,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5444,2283,Masterwork Ancient Force-Master's Gloves,hands,258,gold,dps,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5445,2291,Masterwork Ancient Force-Mystic's Gloves,hands,258,gold,healer,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5446,2313,Masterwork Ancient Stalker's Gloves,hands,258,gold,dps,sin,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5447,2323,Masterwork Ancient Supercommando's Gauntlets,hands,258,gold,tank,pt,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5448,2331,Masterwork Ancient Survivor's Gloves,hands,258,gold,tank,sin,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5449,2340,Masterwork Ancient Vindicator's Gauntlets,hands,258,gold,dps,jugg,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5450,2347,Masterwork Ancient War Leader's Gauntlets,hands,258,gold,tank,jugg,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5451,2356,Masterwork Ancient Weaponmaster's Gauntlets,hands,258,gold,dps,mara,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5452,2233,Masterwork Ancient Combat Medic's Helmet,head,258,gold,healer,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5453,2240,Masterwork Ancient Combat Tech's Helmet,head,258,gold,dps,pt,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5454,2251,Masterwork Ancient Eliminator's Helmet,head,258,gold,dps,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5455,2259,Masterwork Ancient Enforcer's Headgear,head,258,gold,dps,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5456,2266,Masterwork Ancient Field Medic's Headgear,head,258,gold,healer,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5457,2273,Masterwork Ancient Field Tech's Headgear,head,258,gold,dps,sniper,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5458,2284,Masterwork Ancient Force-Master's Headgear,head,258,gold,dps,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5459,2292,Masterwork Ancient Force-Mystic's Headgear,head,258,gold,healer,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5460,2314,Masterwork Ancient Stalker's Headgear,head,258,gold,dps,sin,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5461,2324,Masterwork Ancient Supercommando's Helmet,head,258,gold,tank,pt,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5462,2332,Masterwork Ancient Survivor's Headgear,head,258,gold,tank,sin,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5463,2342,Masterwork Ancient Vindicator's Headgear,head,258,gold,dps,jugg,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5464,2349,Masterwork Ancient War Leader's Headgear,head,258,gold,tank,jugg,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5465,2358,Masterwork Ancient Weaponmaster's Headgear,head,258,gold,dps,mara,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5466,2234,Masterwork Ancient Combat Medic's Legplates,legs,258,gold,healer,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5467,2241,Masterwork Ancient Combat Tech's Legplates,legs,258,gold,dps,pt,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5468,2252,Masterwork Ancient Eliminator's Legplates,legs,258,gold,dps,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5469,2261,Masterwork Ancient Enforcer's Leggings,legs,258,gold,dps,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5470,2268,Masterwork Ancient Field Medic's Leggings,legs,258,gold,healer,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5471,2275,Masterwork Ancient Field Tech's Leggings,legs,258,gold,dps,sniper,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5472,2286,Masterwork Ancient Force-Master's Lower Robe,legs,258,gold,dps,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5473,2293,Masterwork Ancient Force-Mystic's Lower Robe,legs,258,gold,healer,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5474,2315,Masterwork Ancient Stalker's Lower Robe,legs,258,gold,dps,sin,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5475,2325,Masterwork Ancient Supercommando's Legplates,legs,258,gold,tank,pt,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5476,2333,Masterwork Ancient Survivor's Lower Robe,legs,258,gold,tank,sin,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5477,2341,Masterwork Ancient Vindicator's Greaves,legs,258,gold,dps,jugg,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5478,2348,Masterwork Ancient War Leader's Greaves,legs,258,gold,tank,jugg,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5479,2357,Masterwork Ancient Weaponmaster's Greaves,legs,258,gold,dps,mara,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5480,2250,Masterwork Ancient Eliminator's Generator,offhand,258,gold,dps,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,armoring,gold
5481,2282,Masterwork Ancient Force-Master's Focus,offhand,258,gold,dps,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,armoring,gold
5482,2326,Masterwork Ancient Supercommando's Shield,offhand,258,gold,tank,pt,armoring,258goldarmoring,422,Superior Resistive Armoring 56,armoring,gold
5483,2351,Masterwork Ancient War Leader's Shield,offhand,258,gold,tank,jugg,armoring,258goldarmoring,422,Superior Resistive Armoring 56,armoring,gold
5484,2229,Masterwork Ancient Combat Medic's Belt,waist,258,gold,healer,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5485,2236,Masterwork Ancient Combat Tech's Belt,waist,258,gold,dps,pt,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5486,2244,Masterwork Ancient Eliminator's Belt,waist,258,gold,dps,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5487,2255,Masterwork Ancient Enforcer's Belt,waist,258,gold,dps,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5488,2262,Masterwork Ancient Field Medic's Belt,waist,258,gold,healer,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5489,2269,Masterwork Ancient Field Tech's Belt,waist,258,gold,dps,sniper,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5490,2279,Masterwork Ancient Force-Master's Belt,waist,258,gold,dps,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5491,2288,Masterwork Ancient Force-Mystic's Belt,waist,258,gold,healer,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5492,2310,Masterwork Ancient Stalker's Belt,waist,258,gold,dps,sin,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5493,2318,Masterwork Ancient Supercommando's Belt,waist,258,gold,tank,pt,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5494,2328,Masterwork Ancient Survivor's Belt,waist,258,gold,tank,sin,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5495,2337,Masterwork Ancient Vindicator's Belt,waist,258,gold,dps,jugg,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5496,2344,Masterwork Ancient War Leader's Belt,waist,258,gold,tank,jugg,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5497,2353,Masterwork Ancient Weaponmaster's Belt,waist,258,gold,dps,mara,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5498,2235,Masterwork Ancient Combat Medic's Vambraces,wrists,258,gold,healer,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5499,2242,Masterwork Ancient Combat Tech's Vambraces,wrists,258,gold,dps,pt,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5500,2254,Masterwork Ancient Eliminator's Vambraces,wrists,258,gold,dps,merc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5501,2257,Masterwork Ancient Enforcer's Bracers,wrists,258,gold,dps,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5502,2264,Masterwork Ancient Field Medic's Bracers,wrists,258,gold,healer,op,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5503,2271,Masterwork Ancient Field Tech's Bracers,wrists,258,gold,dps,sniper,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5504,2281,Masterwork Ancient Force-Master's Cuffs,wrists,258,gold,dps,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5505,2290,Masterwork Ancient Force-Mystic's Cuffs,wrists,258,gold,healer,sorc,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5506,2312,Masterwork Ancient Stalker's Cuffs,wrists,258,gold,dps,sin,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5507,2327,Masterwork Ancient Supercommando's Vambraces,wrists,258,gold,tank,pt,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5508,2330,Masterwork Ancient Survivor's Cuffs,wrists,258,gold,tank,sin,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5509,2336,Masterwork Ancient Vindicator's Armguards,wrists,258,gold,dps,jugg,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5510,2343,Masterwork Ancient War Leader's Armguards,wrists,258,gold,tank,jugg,armoring,258goldarmoring,422,Superior Resistive Armoring 56,,gold
5511,2352,Masterwork Ancient Weaponmaster's Armguards,wrists,258,gold,dps,mara,armoring,258goldarmoring,423,Superior Versatile Armoring 56,,gold
5512,2243,Masterwork Ancient Eliminator's Assault Cannon,mainhand,258,gold,dps,merc,barrel,258goldbarrel,442,Superior Versatile Barrel 56,barrel,gold
5513,2245,Masterwork Ancient Eliminator's Blaster Pistol,mainhand,258,gold,dps,merc,barrel,258goldbarrel,442,Superior Versatile Barrel 56,barrel,gold
5514,2246,Masterwork Ancient Eliminator's Blaster Rifle,mainhand,258,gold,dps,merc,barrel,258goldbarrel,442,Superior Versatile Barrel 56,barrel,gold
5515,2277,Masterwork Ancient Field Tech's Sniper Rifle,mainhand,258,gold,dps,sniper,barrel,258goldbarrel,442,Superior Versatile Barrel 56,barrel,gold
5516,2319,Masterwork Ancient Supercommando's Blaster Pistol,mainhand,258,gold,tank,pt,barrel,258goldbarrel,441,Superior Resistive Barrel 56,barrel,gold
5517,2320,Masterwork Ancient Supercommando's Blaster Rifle,mainhand,258,gold,tank,pt,barrel,258goldbarrel,441,Superior Resistive Barrel 56,barrel,gold
5518,2253,Masterwork Ancient Eliminator's Offhand Blaster,offhand,258,gold,dps,merc,barrel,258goldbarrel,442,Superior Versatile Barrel 56,barrel,gold
5519,2276,Masterwork Ancient Field Tech's Shotgun,offhand,258,gold,dps,sniper,barrel,258goldbarrel,442,Superior Versatile Barrel 56,barrel,gold
5520,2278,Masterwork Ancient Field Tech's Vibroknife,offhand,258,gold,dps,sniper,barrel,258goldbarrel,442,Superior Versatile Barrel 56,barrel,gold
5521,2243,Masterwork Ancient Eliminator's Assault Cannon,mainhand,258,gold,dps,merc,crystal,258goldcrystal,1,empty,barrel,none
5522,2245,Masterwork Ancient Eliminator's Blaster Pistol,mainhand,258,gold,dps,merc,crystal,258goldcrystal,1,empty,barrel,none
5523,2246,Masterwork Ancient Eliminator's Blaster Rifle,mainhand,258,gold,dps,merc,crystal,258goldcrystal,1,empty,barrel,none
5524,2277,Masterwork Ancient Field Tech's Sniper Rifle,mainhand,258,gold,dps,sniper,crystal,258goldcrystal,1,empty,barrel,none
5525,2285,Masterwork Ancient Force-Master's Lightsaber,mainhand,258,gold,dps,sorc,crystal,258goldcrystal,1,empty,hilt,none
5526,2317,Masterwork Ancient Stalker's Saberstaff,mainhand,258,gold,dps,sin,crystal,258goldcrystal,1,empty,hilt,none
5527,2319,Masterwork Ancient Supercommando's Blaster Pistol,mainhand,258,gold,tank,pt,crystal,258goldcrystal,1,empty,barrel,none
5528,2320,Masterwork Ancient Supercommando's Blaster Rifle,mainhand,258,gold,tank,pt,crystal,258goldcrystal,1,empty,barrel,none
5529,2335,Masterwork Ancient Survivor's Saberstaff,mainhand,258,gold,tank,sin,crystal,258goldcrystal,1,empty,hilt,none
5530,2350,Masterwork Ancient War Leader's Lightsaber,mainhand,258,gold,tank,jugg,crystal,258goldcrystal,1,empty,hilt,none
5531,2250,Masterwork Ancient Eliminator's Generator,offhand,258,gold,dps,merc,crystal,258goldcrystal,1,empty,armoring,none
5532,2253,Masterwork Ancient Eliminator's Offhand Blaster,offhand,258,gold,dps,merc,crystal,258goldcrystal,1,empty,barrel,none
5533,2276,Masterwork Ancient Field Tech's Shotgun,offhand,258,gold,dps,sniper,crystal,258goldcrystal,1,empty,barrel,none
5534,2278,Masterwork Ancient Field Tech's Vibroknife,offhand,258,gold,dps,sniper,crystal,258goldcrystal,1,empty,barrel,none
5535,2282,Masterwork Ancient Force-Master's Focus,offhand,258,gold,dps,sorc,crystal,258goldcrystal,1,empty,armoring,none
5536,2326,Masterwork Ancient Supercommando's Shield,offhand,258,gold,tank,pt,crystal,258goldcrystal,1,empty,armoring,none
5537,2351,Masterwork Ancient War Leader's Shield,offhand,258,gold,tank,jugg,crystal,258goldcrystal,1,empty,armoring,none
5538,2359,Masterwork Ancient Weaponmaster's Offhand Saber,offhand,258,gold,dps,mara,crystal,258goldcrystal,1,empty,hilt,none
5539,2230,Masterwork Ancient Combat Medic's Body Armor,chest,258,gold,healer,merc,enhancement,258goldenhancement,435,Superior Quick Savant Enhancement 56,,gold
5540,2237,Masterwork Ancient Combat Tech's Body Armor,chest,258,gold,dps,pt,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5541,2247,Masterwork Ancient Eliminator's Body Armor,chest,258,gold,dps,merc,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5542,2260,Masterwork Ancient Enforcer's Jacket,chest,258,gold,dps,op,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5543,2267,Masterwork Ancient Field Medic's Jacket,chest,258,gold,healer,op,enhancement,258goldenhancement,435,Superior Quick Savant Enhancement 56,,gold
5544,2274,Masterwork Ancient Field Tech's Jacket,chest,258,gold,dps,sniper,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5545,2287,Masterwork Ancient Force-Master's Robe,chest,258,gold,dps,sorc,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5546,2294,Masterwork Ancient Force-Mystic's Robe,chest,258,gold,healer,sorc,enhancement,258goldenhancement,435,Superior Quick Savant Enhancement 56,,gold
5547,2316,Masterwork Ancient Stalker's Robe,chest,258,gold,dps,sin,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5548,2321,Masterwork Ancient Supercommando's Body Armor,chest,258,gold,tank,pt,enhancement,258goldenhancement,432,Superior Immunity Enhancement 56,,gold
5549,2334,Masterwork Ancient Survivor's Robe,chest,258,gold,tank,sin,enhancement,258goldenhancement,432,Superior Immunity Enhancement 56,,gold
5550,2339,Masterwork Ancient Vindicator's Chestguard,chest,258,gold,dps,jugg,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5551,2346,Masterwork Ancient War Leader's Chestguard,chest,258,gold,tank,jugg,enhancement,258goldenhancement,432,Superior Immunity Enhancement 56,,gold
5552,2355,Masterwork Ancient Weaponmaster's Chestguard,chest,258,gold,dps,mara,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5553,2231,Masterwork Ancient Combat Medic's Boots,feet,258,gold,healer,merc,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5554,2238,Masterwork Ancient Combat Tech's Boots,feet,258,gold,dps,pt,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5555,2248,Masterwork Ancient Eliminator's Boots,feet,258,gold,dps,merc,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5556,2256,Masterwork Ancient Enforcer's Boots,feet,258,gold,dps,op,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5557,2263,Masterwork Ancient Field Medic's Boots,feet,258,gold,healer,op,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5558,2270,Masterwork Ancient Field Tech's Boots,feet,258,gold,dps,sniper,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5559,2280,Masterwork Ancient Force-Master's Boots,feet,258,gold,dps,sorc,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5560,2289,Masterwork Ancient Force-Mystic's Boots,feet,258,gold,healer,sorc,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5561,2311,Masterwork Ancient Stalker's Boots,feet,258,gold,dps,sin,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5562,2322,Masterwork Ancient Supercommando's Boots,feet,258,gold,tank,pt,enhancement,258goldenhancement,439,Superior Sturdiness Enhancement 56,,gold
5563,2329,Masterwork Ancient Survivor's Boots,feet,258,gold,tank,sin,enhancement,258goldenhancement,439,Superior Sturdiness Enhancement 56,,gold
5564,2338,Masterwork Ancient Vindicator's Boots,feet,258,gold,dps,jugg,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5565,2345,Masterwork Ancient War Leader's Boots,feet,258,gold,tank,jugg,enhancement,258goldenhancement,439,Superior Sturdiness Enhancement 56,,gold
5566,2354,Masterwork Ancient Weaponmaster's Boots,feet,258,gold,dps,mara,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5567,2232,Masterwork Ancient Combat Medic's Gauntlets,hands,258,gold,healer,merc,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5568,2239,Masterwork Ancient Combat Tech's Gauntlets,hands,258,gold,dps,pt,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5569,2249,Masterwork Ancient Eliminator's Gauntlets,hands,258,gold,dps,merc,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5570,2258,Masterwork Ancient Enforcer's Gloves,hands,258,gold,dps,op,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5571,2265,Masterwork Ancient Field Medic's Gloves,hands,258,gold,healer,op,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5572,2272,Masterwork Ancient Field Tech's Gloves,hands,258,gold,dps,sniper,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5573,2283,Masterwork Ancient Force-Master's Gloves,hands,258,gold,dps,sorc,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5574,2291,Masterwork Ancient Force-Mystic's Gloves,hands,258,gold,healer,sorc,enhancement,258goldenhancement,426,Superior Adept Enhancement 56,,gold
5575,2313,Masterwork Ancient Stalker's Gloves,hands,258,gold,dps,sin,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5576,2323,Masterwork Ancient Supercommando's Gauntlets,hands,258,gold,tank,pt,enhancement,258goldenhancement,439,Superior Sturdiness Enhancement 56,,gold
5577,2331,Masterwork Ancient Survivor's Gloves,hands,258,gold,tank,sin,enhancement,258goldenhancement,439,Superior Sturdiness Enhancement 56,,gold
5578,2340,Masterwork Ancient Vindicator's Gauntlets,hands,258,gold,dps,jugg,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5579,2347,Masterwork Ancient War Leader's Gauntlets,hands,258,gold,tank,jugg,enhancement,258goldenhancement,439,Superior Sturdiness Enhancement 56,,gold
5580,2356,Masterwork Ancient Weaponmaster's Gauntlets,hands,258,gold,dps,mara,enhancement,258goldenhancement,433,Superior Initiative Enhancement 56,,gold
5581,2233,Masterwork Ancient Combat Medic's Helmet,head,258,gold,healer,merc,enhancement,258goldenhancement,435,Superior Quick Savant Enhancement 56,,gold
